,id,name,space,host_name,host_since,host_acceptance_rate,host_identity_verified,street,zipcode,latitude,longitude,review_scores_rating,room_type,accommodates,price
1793,34751313,NEW!! Peaceful Garden Oasis - 3 miles to downtown,"Flowers, butterflies, and hummingbirds will welcome you to your spacious 950' one-bedroom apartment. Located in the country but conveniently only 3 miles from downtown, it is a short ride to everything you want to do in the Asheville area, wonderful dining, gorgeous hiking, and antiquing, with the Biltmore estate just 15 minutes away.  Your breakfast patio opens to our flower garden, a great place to enjoy your morning coffee. Depending upon the season, you can enjoy the 20 different kinds of fresh fruit and nuts we grow on our one-acre homestead. After a day of sightseeing and adventure, the Garden Oasis is a great place to call home. Here you can cook a meal in the fully equipped kitchen, watch a movie, catch up on business, take a relaxing stroll through the garden, or just relax. Our semi-detached apartment has a very large living room and dining area with a fully equipped kitchen and a tiled bath with a large shower. The bedroom has a cozy queen-size bed with a pillowtop mattress.",Selina,2016-06-23,97%,f,"Asheville, NC, United States",28806.0,35.60325,-82.59781,100.0,Entire home/apt,4,$79.00
1794,34780477,Wonder West Asheville,"No smoking and no meat allowed on the property. People seem to really enjoy the way the place is decorated. The beds are comfortable, the place feels spacious, I keep it clean, there are no pets in the house. I'm friendly and full of Asheville pro tips so ask me and if I can't offer a suggestion I'm always happy to phone a friend or point you to a good resource.",Jeramy,2010-11-09,95%,f,"Asheville, NC, United States",28806.0,35.5745,-82.61180999999999,100.0,Private room,2,$65.00
1795,34782201,Downstairs 2 Bedroom Unit in West Asheville home.,"There is a dining area with a T.V. There are games to play. There is a kitchenette with a refrigerator, microwave and coffee maker. There are paper plates, cups and utensils, coffee and tea.",Meridith,2017-10-26,99%,f,"Asheville, NC, United States",28806.0,35.574040000000004,-82.62525,97.0,Entire home/apt,4,$120.00
1796,34787446,Groovy Turtle Shell-ter,"The Baying Hound Campground is where rural Appalachia meets “keep Asheville weird.” You’ll see sleeping pods decorated by professional artists, structures made from upcycled building materials and permaculture experiments in the making. Neighboring farms have horses, donkeys, chickens, dogs, pigs, goats and more! As a result, farmyard noises (sometimes smells) are present and the occasional farmyard animal may wander into the campground.  Our campground offers other primitive tent-camping spots with access to an outhouse, communal fire pit and cold-water sink. Please keep all fires in the fire pit.  Only 8-12 minutes by car from downtown Asheville, we are a friendly, family-run, budget option when staying in the area. The camping area is located in a small, private, green valley, and you will definitely feel like you are ""out in the sticks"" even though you're actually super close to all the breweries and parks that make Asheville what it is. Not quite glamping and definitely not KOA, w",Bobby And Amanda,2017-09-19,100%,f,"Asheville, NC, United States",28806.0,35.6116,-82.60341,97.0,Entire home/apt,2,$22.00
1797,34787454,Enjoy This Private Space in Charming Kenilworth,A microwave and kettle are provided.,Mauri,2019-05-16,50%,f,"Asheville, NC, United States",28803.0,35.57395,-82.53269,100.0,Private room,2,$60.00
1798,34791824,"*Brand New*Bright, Modern Studio 10 mins to dwntwn","**Please note** Guests will park in the far right spot in the upper driveway and walk down 7 steps to the private studio.  This 400 sq ft studio has everything you will need to be able to relax after a long day exploring in Asheville. There was no stone left unturned when putting together this space. You can relax on the twin sleeper sofa or even in the bed to watch the 42"" TV as it is on a swivel. We have Netflix and Amazon Prime Video for you to enjoy and fast wi-fi will have you connected to anything at your fingertips.  Enjoy an amazing nights sleep on the queen size hybrid mattress. This bed has Modal sheets constructed from European Beechwood fibers and reversible hybrid pillows.  The bathroom is spacious with room to store your things and hang up your clothes. The 36x60 custom tile shower even has an adjustable showerhead.  Enjoy a morning coffee on us. Complimentary k-cups provided with the Keurig. The kitchenette also has a microwave, mini fridge with freezer, and the basic ne",Lindsay,2014-07-06,96%,f,"Woodfin, NC, United States",28804.0,35.65173,-82.59651,100.0,Entire home/apt,2,$80.00
1799,34900080,"Charming, Newly Renovated 1 bdr/1 bath in Historic King James Building Unit #7",,Towns,2018-01-11,100%,t,"Asheville, NC, United States",28801.0,35.60232,-82.54569000000001,94.0,Entire home/apt,4,$195.00
1800,34929586,Cozy and quiet apartment in West Asheville,This spacious apartment has 9' ceilings and an open-floor living room. There's a walking/running/biking trail across the road on one side and a creek with a fire pit on the other. The setting is great for someone looking for a private getaway that is close to downtown and West Asheville nightlife.,Jane,2015-02-02,92%,t,"Asheville, NC, United States",28806.0,35.58863,-82.60478,100.0,Entire home/apt,2,$88.00
1801,34939398,Robert Frost Room - 1889 WhiteGate Inn & Cottage,Original Master bedroom,Frank,2014-03-25,,f,"Asheville, NC, United States",28801.0,35.60241,-82.55055,,Private room,2,$270.00
1802,35012806,Mountain Views Minutes from Brews,"During WWII, this 1915 home was redesigned for dual family living. The room available is the best room in the house due to the natural sunlight and  mountain views. The space includes a Queen sized Casper comfort bed, loveseat, desk, tv/tv stand, and shelves to unpack your bags. A newly remodeled full bath is easily accessible. When you enter the house, you will walk through the front room and down a hall to the staircase. Your room will be located to the left at the top of the staircase.",Terra,2015-09-01,96%,f,"Asheville, NC, United States",28806.0,35.56879,-82.61692,100.0,Private room,3,$97.00
1803,35031057,"2 bedroom 1 bath, 7 min to Downtown AVL",While away your time rocking on the front porch or spend a relaxing evening in the 460 gallon 6 man hot tub next to the fire pit. You can eat at our spacious dining table for six with bench seating or enjoy our outdoor table and grill. Wind down by relaxing in our deep bathtub with homemade soaps and big fluffy towels. At the end of day slide under our soft comfy sheets and quilts and dream the night away.,Wanda,2019-05-21,100%,f,"Asheville, NC, United States",28805.0,35.59077,-82.47015,98.0,Entire home/apt,6,$155.00
1804,35033865,Lovely Apt. Near Blue Ridge Parkway and Downtown,"Tucked in on one side of the Blue Ridge Parkway (a 15 minute walk to the Mountain to Sea trail that runs parallel to the BRP), we have a beautiful 1 bedroom private (separate but attached to the main house) apartment available with 1 full bath and a half bath for adults only.   Why choose our space: --The ""feel"" of the space is one of peaceful quiet and thoughtful design.  You will feel it as soon as you walk in. --Everything is cozy and comfortable...great bed, pillows, and linens! --Providing an exceptional guest experience is part of our livelihood.  We thoroughly enjoy meeting new people, getting them acquainted with the beauty and fun of Asheville and are available as needed. --You can walk to the Blue Ridge Parkway and hike the Mountain to Sea trail every morning. --The apartment is exactly 6.5 miles (7 minutes) from all the downtown restaurants, music, breweries, and activities. --The quiet, lovely little neighborhood is on a cul-de-sac type loop with little to no traffic. --On ",Tobias,2015-01-13,97%,f,"Asheville, NC, United States",28803.0,35.55268,-82.49069,99.0,Entire home/apt,2,$60.00
1805,35038518,"Blue Ridge Parkway, Close to Downtown","Beautiful Arts 'n Crafts Style Cottage! This is a beautiful one bedroom private house with one full bath for adults only.  There is also a futon in the loft space if needed.  Airbnb guests only... No visitors, please. Why choose our space: --The ""feel"" of the space is one of peaceful quiet and thoughtful design.  You will feel it as soon as you walk in. --Everything is new, cozy and comfortable. --Providing an exceptional guest experience is part of our livelihood.  We thoroughly enjoy meeting new people, getting them acquainted with the beauty and fun of Asheville, and providing any level of connection with which you are comfortable.   --You can walk to the Blue Ridge Parkway and hike the Mountain to Sea trail every morning. --The house is exactly 6.5 miles (7 minutes) from all the downtown restaurants, music, breweries and activities. --The quiet, lovely little neighborhood is on a cul-de-sac type loop with little to no traffic. --On the less congested east side of Asheville...away f",Tobias,2015-01-13,97%,f,"Asheville, NC, United States",28803.0,35.552609999999994,-82.48909,100.0,Entire home/apt,2,$100.00
1806,35064768,Purple House Downtown: Suite With Private Entrance,"The television is hooked up to basic channels with an antenna but includes an HDMI cord that you could plug your laptop into to so you can enjoy whatever streaming service you subscribe to.  In the suite, there is a mini-fridge and a Keurig coffee maker with cream and sugar provided. It is a quick walk to many amazing restaurants and the French Broad Food Co-Op.",Elise,2014-05-20,100%,t,"Asheville, NC, United States",28801.0,35.59191,-82.546,95.0,Entire home/apt,2,$119.00
1807,35079780,"Villa Rose- On 2 acres, 1 mi to Biltmore, 4 mi DT","-STAY ON A COUPLE OF PRIVATE ACRES SURROUNDED BY  TREES, BIRDS, FLOWERING BUSHES, AND FRUIT TREES   - PRIVATE ENTRANCE AND FULL 1 BEDROOM SUITE   DOWNSTAIRS; I LIVE UPSTAIRS - MERISSA, YOUR HOST, LIVES UPSTAIRS WITH SEPERATE ENTRANCE. BRETT IS THE OWNER AND HELPS MANAGE THE PROPERTY - SOUNDPROOFING INSULATION INSTALLED  - FRONT OF THE PROPERTY IS SHARED THE BACKYARD IS PRIVATE - 8 MINUTES TO THE HEART OF DOWNTOWN; 3 MINUTES TO   BILTMORE VILLAGE AND BREWERIES - GAS FIREPLACE IN LIVING ROOMMATES  - AMPLE PRIVATE PARKING RIGHT IN FRONT OF YOUR AIRBNB - Relax in a  tranquil, quiet setting with towering trees and nature all around; listen and watch a variety of birds just outside your door - Quiet residential neighborhood - Sleep on a Queen size Deluxe Foam Mattress or a large sofa bed or a queen air mattress  - Make coffee or tea, heat up leftovers, or chill a beer from one of Asheville's many breweries in the mini-fridge. -Kitchenette main items- a deluxe toaster oven, microwave, keurig ",Merissa And Brett,2013-12-05,100%,t,"Asheville, NC, United States",28803.0,35.56862,-82.52486999999999,99.0,Entire home/apt,2,$80.00
1808,35096181,AVL Getaway: Spacious & Beautiful Artistic Suite,"We follow all Air BnB suggestions for cleaning to keep our guests safe. Including having 24 hours between guests and cleaning. Check out our property on (Hidden by Airbnb) at @avlgetaway  Our fully private suite is on the ground level of our brand new green built home. You have your own living space, bathroom, and a private bedroom. We travel around the world for work and pleasure and have decorated our suite with items from East, South, and West Africa, the Middle East, Europe, antiques from our family, and paintings from our own art studio.  The space has a beautiful living area, kitchenette,  1 bedroom, private full bath, and private entrance with a small outside sitting area. The suite is completely private so you can have your own space and really enjoy your time away from home. The kitchenette has all the essentials: microwave, fridge/freezer, toaster oven, fresh ground local coffee with your choice of pour over or coffee machine, tea, two local beers in the fridge for you to enj",Alexis,2014-12-12,100%,t,"Asheville, NC, United States",28801.0,35.606429999999996,-82.57664,100.0,Entire home/apt,3,$128.00
1809,35106226,Large Cozy Space in Arden,"This listing is the lower level of the house. Included in this space is a large master bedroom with a spacious closet, an expansive living room, a kitchenette with mini fridge, sink, microwave, and coffee pot, and a private bathroom. New hardwood floors were recently installed. The space is bright and open.",Kwadwo,2015-07-06,78%,t,"Arden, NC, United States",28704.0,35.47551,-82.50151,100.0,Entire home/apt,3,$65.00
1810,35115113,Carl Sandburg Suite - 1889 WhiteGate Inn & Cottage,,Frank,2014-03-25,,f,"Asheville, NC, United States",28801.0,35.60215,-82.54916,,Private room,2,$270.00
1811,35115885,Guest Cottage - 1889 WhiteGate Inn & Cottage,Private Porch Pet Friendly  $50 fee,Frank,2014-03-25,,f,"Asheville, NC, United States",28801.0,35.60405,-82.54893,,Private room,2,$300.00
1812,35116434,Walt Whitman Garden Spa Suite - 1889 WhiteGate Inn & Cottage,Shower with two heads and steam room. fireplace in bedroom and bath,Frank,2014-03-25,,f,"Asheville, NC, United States",28801.0,35.60342,-82.54986,,Private room,2,$342.00
1813,35117621,Maya Angelou Suite - 1889 WhiteGate Inn & Cottage,,Frank,2014-03-25,,f,"Asheville, NC, United States",28801.0,35.602540000000005,-82.54984,,Private room,2,$342.00
1814,35121441,Ralph Waldo Emerson Suite - 1889 WhiteGate Inn & Cottage,,Frank,2014-03-25,,f,"Asheville, NC, United States",28801.0,35.60246,-82.55095,,Private room,2,$342.00
1815,35121972,Elizabeth Barrett Browning Suite - 1889 WhiteGate Inn & Cottage,,Frank,2014-03-25,,f,"Asheville, NC, United States",28801.0,35.60215,-82.54926,,Private room,2,$342.00
1816,35122267,Oscar Wilde Suite - 1889 WhiteGate Inn & Cottage,Pet Friendly  $50 fee,Frank,2014-03-25,,f,"Asheville, NC, United States",28801.0,35.60396,-82.54959000000001,,Private room,2,$300.00
1817,35131449,Light Airy West Asheville Room,"We're two women in our early 30s. We both work service industry, and while this isn't a party house, we do get home rather late. This means that the house is often quiet at night, but also best suited for someone who doesn't mind a little bit of noise around 10-11. The house is a duplex with friends living next door. We love where we live!",Eliana,2015-03-19,99%,t,"Asheville, NC, United States",28806.0,35.57607,-82.57295,99.0,Private room,2,$45.00
1818,35162584,Trippy Tortoise Shell-ter,"The Baying Hound Campground is where rural Appalachia meets “keep Asheville weird.” You’ll see sleeping pods decorated by professional artists, structures made from upcycled building materials and permaculture experiments in the making. Neighboring farms have horses, donkeys, chickens, dogs, pigs, goats and more! As a result, farmyard noises (sometimes smells) are present and the occasional farmyard animal may wander into the campground.  Our campground offers other primitive tent-camping spots with access to an outhouse, communal fire pit and cold-water sink. Please keep all fires in the fire pit.  Only 8-12 minutes by car from downtown Asheville, we are a friendly, family-run, budget option when staying in the area. The camping area is located in a small, private, green valley, and you will definitely feel like you are ""out in the sticks"" even though you're actually super close to all the breweries and parks that make Asheville what it is. Not quite glamping and definitely not KOA, w",Bobby And Amanda,2017-09-19,100%,f,"Asheville, NC, United States",28806.0,35.6117,-82.60342,99.0,Entire home/apt,2,$22.00
1819,35190871,Quaint and Cozy in Walkable WAVL!,"The guest suite, its porch, and the outdoor storage and grassy area on the rental side of the house are all available for guest use.",Branton,2019-05-29,100%,t,"Asheville, NC, United States",28806.0,35.572140000000005,-82.59328000000001,99.0,Entire home/apt,4,$55.00
1820,35218486,Luxury Condominium in the Center of Downtown Asheville,"New luxury condominium in the heart of downtown Asheville. This corner unit 2 bedroom and 2 bath condo has all the premium amenities you can imagine. New appliances, bedding, furniture, and heated floors create a stunning accommodation for you and your loved ones to relax and enjoy yourself. Located on the 5th floor, this residence features a full kitchen, dining room, and living room; and enjoy mountain views while lounging on your balcony.  You'll fall in love with this new condominium and it will become your frequent place of lodging while in Asheville. Located in a fully staffed building, you can have all the conveniences of a hotel while still enjoying the privacy of your own vacation rental home.",Towns,2018-01-11,100%,t,"Asheville, NC, United States",28801.0,35.5936,-82.55749,99.0,Entire home/apt,6,$650.00
1821,35227153,Wooded Oasis minutes from i26 and French Broad!,"We have a private entrance guest suite located beneath our home.  There is a sitting area,  kitchenette including a fridge and microwave a unique game room and a bedroom plus one full bath.",Angela,2019-05-21,84%,f,"Arden, NC, United States",28704.0,35.47316,-82.56123000000001,99.0,Entire home/apt,4,$86.00
1822,35285366,Biltmore Village Downstairs Apartment,"One Bedroom shares a common area with 40"" HD tv.  It has Netflix and other streaming apps, however there is no cable.  Wifi and streaming services only.",Taylor,2019-06-01,100%,f,"Asheville, NC, United States",28803.0,35.57005,-82.54608,98.0,Entire home/apt,4,$100.00
1823,35287564,Grey River Gatherings (perfect for large groups),,Jennie,2018-05-11,98%,t,"Asheville, NC, United States",28806.0,35.627829999999996,-82.59935,98.0,Entire home/apt,16,$460.00
1824,35314038,"Entire house, 6 minutes from down town!","The home is new and modern and comfortable  1700 sq ft  Living areas upstairs and downstairs  Fully equipped kitchen, coffee , barbecue on the porch",Margaret,2019-06-02,100%,f,"Asheville, NC, United States",28806.0,35.60925,-82.61509000000001,99.0,Entire home/apt,6,$175.00
1825,35317253,The Namaste Room at River Row Flats - Unit 104 (Pet Friendly with Fee),"Our 14 chic, spacious environmentally friendly rooms are meticulously appointed with all the luxuries of home, making your stay at River Row Flats comfortable, relaxed and personal. From lush textiles to deluxe bath products to vibrant local art adorning the walls, no detail has been overlooked!  This room offers: One king-size bed One queen-size pull-out sofa Floor-to-ceiling windows and soothing interior paint colors A full kitchen with full-sized oven and range, refrigerator and dishwasher A complete set of cookware, dishes and utensils Dish soap and dishwasher detergent A toaster, coffee maker, iron, electric tea kettle, and microwave A full set of linens and towels A shower dispenser with Paya brand shampoo, conditioner and body soap An under-sink water filtration system A smart TV with Netflix and Hulu streaming capabilities. Just link to your account Cable television and 200mbps of high-speed WiFi Locally crafted Chocolate Fetish welcome chocolates and PennyCup coffee Personal d","River Row Flats, Inc",2019-03-21,99%,t,"Asheville, NC, United States",28806.0,35.58725,-82.57014000000001,97.0,Entire home/apt,4,$169.00
1826,35317276,The Black Balsam Room at River Row Flats - Room 300,"Our 14 chic, spacious environmentally friendly rooms are meticulously appointed with all the luxuries of home, making your stay at River Row Flats comfortable, relaxed and personal. From lush textiles to deluxe bath products to vibrant local art adorning the walls, no detail has been overlooked!  This room offers: One king-size bed One queen-size pull-out sofa Floor-to-ceiling windows and soothing interior paint colors A full kitchen with full-sized oven and range, refrigerator and dishwasher A complete set of cookware, dishes and utensils Dish soap and dishwasher detergent A toaster, coffee maker, iron, electric tea kettle, and microwave A full set of linens and towels A shower dispenser with Paya brand shampoo, conditioner and body soap An under-sink water filtration system A smart TV with Netflix and Hulu streaming capabilities. Just link to your account Cable television and 200mbps of high-speed WiFi Locally crafted Chocolate Fetish welcome chocolates and PennyCup coffee Personal d","River Row Flats, Inc",2019-03-21,99%,t,"Asheville, NC, United States",28806.0,35.58633,-82.57121,97.0,Entire home/apt,4,$169.00
1827,35317354,The Mount Mitchell Room at River Row Flats - Room 301,"Our 14 chic, spacious environmentally friendly rooms are meticulously appointed with all the luxuries of home, making your stay at River Row Flats comfortable, relaxed and personal. From lush textiles to deluxe bath products to vibrant local art adorning the walls, no detail has been overlooked!  This room offers: One king-size bed One queen-size pull-out sofa Floor-to-ceiling windows and soothing interior paint colors A full kitchen with full-sized oven and range, refrigerator and dishwasher A complete set of cookware, dishes and utensils Dish soap and dishwasher detergent A toaster, coffee maker, iron, electric tea kettle, and microwave A full set of linens and towels A shower dispenser with Paya brand shampoo, conditioner and body soap An under-sink water filtration system A smart TV with Netflix and Hulu streaming capabilities. Just link to your account Cable television and 200mbps of high-speed WiFi Locally crafted Chocolate Fetish welcome chocolates and PennyCup coffee Personal d","River Row Flats, Inc",2019-03-21,99%,t,"Asheville, NC, United States",28806.0,35.58628,-82.57124,98.0,Entire home/apt,4,$169.00
1828,35317377,The Triple Falls Room at River Row Flats - Room 302,"Our 12 chic, spacious Green-Built rooms are meticulously appointed with all the luxuries of home, making your stay at River Row Flats comfortable, relaxed and personal. From lush textiles to deluxe bath products to vibrant local art adorning the walls, no detail has been overlooked!  This room offers: One king-size bed One queen-size pull-out sofa Floor-to-ceiling windows and soothing interior paint colors A full kitchen with full-sized oven and range, refrigerator and dishwasher A complete set of cookware, dishes and utensils Dish soap and dishwasher detergent A toaster, coffee maker, iron, electric tea kettle, and microwave A full set of linens and towels A shower dispenser with Paya brand shampoo, conditioner and body soap An under-sink water filtration system A smart TV with Netflix and Hulu streaming capabilities. Just link to your account Cable television and 200mbps of high-speed WiFi Locally crafted Chocolate Fetish welcome chocolates and PennyCup coffee Personal door code, whi","River Row Flats, Inc",2019-03-21,99%,t,"Asheville, NC, United States",28806.0,35.58639,-82.57151,99.0,Entire home/apt,4,$169.00
1829,35317403,The Craggy Gardens Room at River Row Flats - Room 303,"Our 14 chic, spacious environmentally friendly rooms are meticulously appointed with all the luxuries of home, making your stay at River Row Flats comfortable, relaxed and personal. From lush textiles to deluxe bath products to vibrant local art adorning the walls, no detail has been overlooked!  This room offers: One king-size bed One queen-size pull-out sofa Floor-to-ceiling windows and soothing interior paint colors A full kitchen with full-sized oven and range, refrigerator and dishwasher A complete set of cookware, dishes and utensils Dish soap and dishwasher detergent A toaster, coffee maker, iron, electric tea kettle, and microwave A full set of linens and towels A shower dispenser with Paya brand shampoo, conditioner and body soap An under-sink water filtration system A smart TV with Netflix and Hulu streaming capabilities. Just link to your account Cable television and 200mbps of high-speed WiFi Locally crafted Chocolate Fetish welcome chocolates and PennyCup coffee Personal d","River Row Flats, Inc",2019-03-21,99%,t,"Asheville, NC, United States",28806.0,35.58619,-82.57037,93.0,Entire home/apt,4,$169.00
1830,35317431,The Max Patch Room at River Row Flats - Room 304,"Our 14 chic, spacious environmentally friendly rooms are meticulously appointed with all the luxuries of home, making your stay at River Row Flats comfortable, relaxed and personal. From lush textiles to deluxe bath products to vibrant local art adorning the walls, no detail has been overlooked!  This room offers: One king-size bed One queen-size pull-out sofa Floor-to-ceiling windows and soothing interior paint colors A full kitchen with full-sized oven and range, refrigerator and dishwasher A complete set of cookware, dishes and utensils Dish soap and dishwasher detergent A toaster, coffee maker, iron, electric tea kettle, and microwave A full set of linens and towels A shower dispenser with Paya brand shampoo, conditioner and body soap An under-sink water filtration system A smart TV with Netflix and Hulu streaming capabilities. Just link to your account Cable television and 200mbps of high-speed WiFi Locally crafted Chocolate Fetish welcome chocolates and PennyCup coffee Personal d","River Row Flats, Inc",2019-03-21,99%,t,"Asheville, NC, United States",28806.0,35.58699,-82.57091,95.0,Entire home/apt,4,$169.00
1831,35352165,Cherry Blossom Suite by Biltmore Village,"*We're experienced AirBnB hosts in a new space; we've been hosting in Boston for 7 years, but just moved to Asheville. Let us welcome you to our new home!* This second-floor bedroom has a full bed with a memory foam topper for cloud-like comfort.  You get plenty of privacy with your own bathroom and sitting area at the top of the stairs; the room is clean and uncluttered, with an alcove that holds a small refrigerator and a dedicated coffee station for relaxing mornings! A big closet, bright windows, a ceiling fan, and plenty of power outlets complete the comfortable space. The house has gigabit WiFi--I work from home, so I need lots of bandwidth! You'll have access to a washer/dryer and full kitchen downstairs as well.  There's a parking spot for you in the driveway (off the street) and central A/C and heat so you stay comfortable all year. We have a very nice pack and play with a changing table that you're welcome to set up in the room if you like. The house isn't really childproofed",Alisa,2011-09-28,83%,t,"Asheville, NC, United States",28803.0,35.552609999999994,-82.53224,98.0,Private room,2,$50.00
1832,35367152,Asheville!! Modern Vintage Retreat w/ Mtn Views,"Fresh mountain air, crisp nights and warm days, natural outdoor adventures abound, Asheville city cuisine and dining experiences, convenient shopping amenities, situated on charming country road dappled with vintage log homes.",Julie,2019-06-04,100%,f,"Asheville, NC, United States",28803.0,35.55814,-82.48442,99.0,Entire home/apt,4,$169.00
1833,35371991,King Bed Studio Room in West Asheville (peaceful),"Kitchen, Patio, Living Room",Alla,2016-12-08,90%,f,"Asheville, NC, United States",28806.0,35.54916,-82.63602,100.0,Private room,2,$39.00
1834,35373849,"Charming, Newly Renovated 1 bdr/1 bath in Historic King James Building Unit #9",,Towns,2018-01-11,100%,t,"Asheville, NC, United States",28801.0,35.60369,-82.54578000000001,93.0,Entire home/apt,4,$195.00
1835,35382786,South Asheville Townhome,A cozy townhouse community with room for animals and children. There is plenty of space to move around the community as well as a playground for the children.,Neil,2019-04-29,94%,f,"Fletcher, NC, United States",28732.0,35.44027,-82.4996,100.0,Private room,2,$45.00
1836,35397847,"Charming, Newly Renovated 2 bdr/2 bath in Historic King James Building Unit #5","Charming and newly renovated 2 bedroom/2 bathroom condo on the 2nd level of the historic King James Building. With incredible views of downtown Asheville and the Blue Ridge Mountains, you can also walk down to the first floor to grab a coffee, pastry, or sandwich at the City Bakery or enjoy dinner in the restaurant on the first floor.  Located in North Asheville, guests can enjoy neighborhood restaurants, yoga studios, and several shops while also enjoying the convenience of being less than 1 mile from downtown. ",Towns,2018-01-11,100%,t,"Asheville, NC, United States",28801.0,35.603120000000004,-82.54616,92.0,Entire home/apt,6,$195.00
1837,35397853,"Charming, Newly Renovated 2 bdr/2 bath in Historic King James Building Unit #8","Charming and newly renovated 2 bedroom/2 bathroom condo on the 3rd level of the historic King James Building. With incredible views of downtown Asheville and the Blue Ridge Mountains, you can also walk down to the first floor to grab a coffee, pastry, or sandwich at the City Bakery or enjoy dinner in the restaurant on the first floor.  Located in North Asheville, guests can enjoy neighborhood restaurants, yoga studios, and several shops while also enjoying the convenience of being less than 1 mile from downtown. ",Towns,2018-01-11,100%,t,"Asheville, NC, United States",28801.0,35.60229,-82.54639,97.0,Entire home/apt,6,$195.00
1838,35415604,Yurt Glamping in downtown Asheville!,"You must be physically able to hike a “moderate” elevation  in order to safely access the yurt, which is located at the bottom of a somewhat steep decline.      Bathroom facilities consist of a porta potty which is emptied on a weekly basis. You will need to walk uphill about 60 feet to access the porta potty.  Shower facilities are NOT available onsite  The Yurt’s kitchen is equipped with a camp stove, toaster, mini-fridge, electric tea kettle, french press, dishes, and dish rack.  We provide coffee, tea, oatmeal, and drinking water.  While there is no plumbing, we do provide a (room temp) gravity-fed water spout containing tap water for handwashing.  The sink empties into a bucket for gray water disposal.  Biodegradable soap is provided.   Wifi and electricity are available.  There is also a propane heater for chilly nights.   This is a quiet, residential setting - please show respect for neighbors by observing a quiet time of 9 PM.",James,2019-06-05,100%,f,"Asheville, NC, United States",28801.0,35.604459999999996,-82.54375,99.0,Entire home/apt,2,$60.00
1839,35460156, West Asheville Basement Studio - 30 day minimum,"The home is build in 1932, so not brand new, thus the price point.  Absolutely no parties nor unapproved guests.  Only registered guests may stay.",Cat,2013-07-22,,f,"Asheville, NC, United States",28806.0,35.56523,-82.60998000000001,,Entire home/apt,3,$78.00
1840,35464423,The Zen Den - lush green space w/ private entrance,"A perfect serene getaway with a super plush, comfortable, memory foam queen bed, in-tub jacuzzi in bathroom, bamboo floors, an air purifier that doubles as 'white space' noise, complimentary coffee+tea, and three very friendly, goofy dogs to greet you. Watch the sunrise from the brick patio. A library, lush garden views, yoga mats and other personal touches make this place extra special. THE ZEN DEN is on insta  @thezendenasheville.",Linnea,2019-03-06,100%,f,"Asheville, NC, United States",28806.0,35.58548,-82.57597,99.0,Entire home/apt,2,$85.00
1841,35465122,Zen Studio and Massage,"I love my house and do my best to keep it nice.  I am happy to provide essentials for your stay - towels, soap, shampoo, hair dryer, etc.  Please let me know if there's anything you forgot, I probably have it! Uber and Lyft are available in the area and average $8-$12 to downtown Asheville and nearby breweries. Keycode access is provided, I will be out of your way so you have privacy! I will count on you to let me know if you have any questions or concerns. If you are interested in scheduling a massage, please ask me when you book rental.",Brie,2018-01-11,99%,f,"Woodfin, NC, United States",28804.0,35.628409999999995,-82.58261999999999,99.0,Entire home/apt,2,$74.00
1842,35470049,Country Spring Retreat w/Fireplace!,",Comfortable/cozy house in nice country setting.  Large private backyard with pine tree border creates private and secluded feeling. Large deck w/propane grill with seating and wrap around benches. New kitchen with quartz countertops, appliances are all new and high end.  For the backyard we provide: Volleyball Badminton Bocce Croquet Horseshoes Assorted indoor games provided as well. Living area and Master Bedroom. each have large flat screen TV's with local programming and 125 cable channels. Plenty of closet space for everyone. Easy to use gas log fireplace in living room for cold season use.",Haidar,2019-06-07,100%,f,"Asheville, NC, United States",28804.0,35.63575,-82.61695999999999,100.0,Entire home/apt,8,$170.00
1843,35485678,Mountain/golf course view near downtown.,Large private rooms. Access to a full kitchen and washer/dryer. Comfortable living room with large TV and wifi.,Na,2019-06-05,100%,f,"Asheville, NC, United States",28805.0,35.57972,-82.49591,92.0,Private room,4,$200.00
1844,35487313,Juno Woods-Luxurious indoor and outdoor spaces!,"This unique hideaway offers serenity and privacy while being convenient to all that Asheville has to offer. While our indoor space is comfortable and well-appointed, it is our outdoor living space that really sets Juno Woods apart. Our beautiful, spacious, raised deck offers shaded dining, as well as barbecuing and lounging by our exclusive stainless steel ""bonfire""-- either under the sun or the stars.",Jeff,2019-06-07,92%,f,"Asheville, NC, United States",28806.0,35.6442,-82.64564,98.0,Entire home/apt,4,$90.00
1845,35493650,"12 min Downtown, Sleeps 6, Hot Tub, Creek, Dogs OK","We are taking extra care to disinfect your space due to COVID-19. Unique creek-side property; Deluxe Hot Tub, large covered patio for rainy-day recreational activities. You feel deep in nature, but you're only minutes from the best Asheville has to offer. Enjoy the evenings in the screened in porch or stroll across the foot bridge in front of the house. The property sits on almost half an acre so there's plenty of space to enjoy outdoors including a back deck with a table, chairs, umbrella and gas BBQ grill.",Jennifer,2019-02-11,100%,f,"Asheville, NC, United States",28804.0,35.64679,-82.62739,98.0,Entire home/apt,6,$125.00
1846,35510352,"Glenway House~A Quiet Retreat ""The Loft Suite""","The bedroom is big enough for a family of 4 if the kids do not mind a queen air mattress. The screened-in back porch has a grill. A fire ring in the back yard. Washer, Dryer, Dishwasher, Microwave, Fridge is all yours if you wish to use it. Pets are welcome with a $5 per day convenience fee, per pet.",Michael,2019-06-08,98%,f,"Asheville, NC, United States",28804.0,35.63819,-82.51948,93.0,Private room,4,$75.00
